%LR04age	RedSea
394.491	-5.16
394.696	-18.63
395.021	-11.33
395.572	-5.41
395.824	-10.05
396.371	-5.77
396.919	-3.69
397.178	-7.17
397.723	-12.33
398.24	-5.38
398.529	-9.57
398.788	-3.25
399.044	-0.4
399.594	-0.04
399.853	-0.74
400.253	-4.53
400.398	-2.35
400.945	-0.09
401.111	-12.26
401.284	-10.22
401.441	0.27
401.768	-3.61
401.923	-18.26
401.974	-5.45
402.252	-12.05
402.561	-4.34
402.734	-9.5
403.049	-4.51
403.383	-3.97
403.542	3.51
403.788	-5.33
404.124	1.06
404.383	-0.92
404.649	3.38
404.899	-6.695
405.244	-4.88
405.572	-12.2
405.901	-4.29
406.246	-9.67
406.574	-4.1
406.592	-13.03
406.919	-6.17
407.248	-16.04
407.594	-10.18
407.921	-12.43
408.266	-13.595
408.572	-3.44
408.688	-24.48
408.83	-9.55
409.076	-4.74
409.335	-8.26
409.58	-13.71
409.774	-12.6
409.862	-14.73
409.959	-14.81
410.338	-12.01
410.522	-13.92
410.716	-21.71
410.902	-19.06
411.051	-5.23
411.28	-12.63
411.474	-16.13
411.659	-18.28
411.853	-21.53
412.231	-20.22
412.417	-20.29
412.61	-25.04
412.796	-14.85
413.133	-12.05
413.297	-19.73
413.469	-14.97
413.555	-17.81
413.634	-11.12
413.971	-14.53
414.142	-25.22
414.479	-22.46
414.518	-24.61
414.816	-23.12
414.977	-22.34
415.28	-20.02
415.583	-15.58
415.732	-26.29
416.034	-23.64
416.337	-26.77
416.493	-27.39
416.718	-36.83
416.795	-34.69
417.099	-33.33
417.133	-16.29
417.246	-32.97
417.402	-36.13
417.55	-35.29
417.852	-29.55
418.008	-36.41
418.303	-38.97
418.607	-37.25
418.762	-39.07
419.065	-44.83
419.368	-44.47
419.516	-44.2
419.671	-56.17
419.74	-59.77
419.799	-45.6
420.029	-48.07
420.146	-51.66
420.37	-51.02
420.599	-50.83
420.717	-51.93
420.946	-43.84
421.175	-51.78
421.288	-59.44
421.462	-51.86
421.702	-31.41
422.19	-33.29
422.43	-92.52
423.249	-52.83
423.502	-60.59
424.484	-41.47
425.08	-99.45
428.166	-105.11
429	-108.77
430	-113.98
